#-символ переноса строки, использовать вместо Entera;;;;;;;;;;;
straw;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
candleend;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
simple_earrings;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
wooden_bucket;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
wooden_comb;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
wooden_bowl;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
mug;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
nails;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
pot;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
hide_boar;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
hide_bear;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
hide_fox;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
hide_wolf;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
hide_deer;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
hide_moose;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
hide_rabbit01;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
hide_rabbit02;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
horns_deer;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
horns_moose;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
;;;;;;;;;;;//
;consum_mid_end;consum_mid_end;consum_mid_end;consum_mid_end;consum_mid_end;consum_mid_end;consum_mid_end;consum_mid_end;consum_mid_end;consum_mid_end;//
;;;;;;;;;;;//
;consum_desc;consum_desc;consum_desc;consum_desc;consum_desc;consum_desc;consum_desc;consum_desc;consum_desc;consum_desc;//
bandage;Поможет не истечь кровью.;Helps you not to bleed out.;可以防止失血过多。;Hilft dir, nicht zu verbluten.;;;;;Pomaga nie wykrwawić się na śmierć.;;//
antivenom;Это хитроумное приспособление произвело прорыв в лечении ядов. Головные боли - не самая большая плата за спасение жизни.;This ingenious contraption performed a breakthrough in treatment of poisonings. Recurring headaches are not too big of a price for saving lives.;这一药剂堪称解毒领域的一大突破。只要能把命救回来，头疼几天又算什么呢？;Diese geniale Vorrichtung war der Durchbruch bei der Behandlung von Vergiftungen. Immer wieder aufkommende Kopfschmerzen sind ein kleiner Preis, um Leben zu retten.;;;;;Umyślne rany zadane w formie leczenia zatruć. Powracajace bóle głowy nie są wielką ceną za przeżycie, prawda...;;//
antitoxin;Действенное средство от последствий вредных привычек.;An effective remedy for consequences of bad habits.;可以有效缓解各种坏习惯的不良后果。;Ein effektives Heilmittel für Konsequenzen aus schlechten Angewohnheiten.;;;;;Skuteczne remedium na niezbyt dobre nawyki.;;//
splint;Незаменимая вещь при вывихах и переломах.;An indispensable item for sprains and fractures.;骨折扭伤必不可少。;Ein unverzichtbarer Gegenstand bei Verrenkungen und Frakturen.;;;;;Niezastąpiony przedmiot w przypadku złamań lub zwichnięć.;;//
leech;Эти мерзкие создания могут приносить пользу - если знать, как их применять.;These heinous creatures can be of use if you know how to apply them.;这些生物虽然恐怖，但是如果掌握方法，也可以将它们为你所用。;Diese abscheulichen Kreaturen sind sehr nützlich, wenn man weiß wie man sie verwendet.;;;;;Te paskudne stworzenia mogą być pożyteczne, jeżeli wiesz jak je wykorzystać.;;//
inhaler;Этот причудливый сосуд изобрела Алхимическая гильдия пару десятков лет назад. Его пары ядовиты, но облегчают боль и проясняют разум.;This bizarre vessel was invented a couple decades ago by the Alchemist's Guild. Its fumes are poisonous, but they ease pain and clear the mind.;这种古怪容器几十年前由炼金公会发明，其中的气体虽然有毒，但是可以缓解疼痛，令人清醒。;Dieses bizarre Gerät wurde einige Dekaden zuvor von der Alchemistengilde erfunden. Seine Dämpfe sind giftig, aber sie lindern Schmerzen und befreien den Geist.;;;;;Ta dziwaczna fajka została wymyślona setki lat temu przez gildię Alchemików. Opary są trujące, ale uśnieżają ból i ułatwiają myślenie.;;//
sponge;Такими губками частенько пользуются столичные цирюльники перед тем, как выдернуть больной зуб.;Barbers in the capital often use these sponges before pulling out a bad tooth.;王城的理发师给客人拔牙之前，都会先用这种海绵。;Barbiere in der Hauptstadt verwenden oft diese Schwämme, wenn sie verfaulte Zähne ziehen müssen.;;;;;Medycy w stolicy bardzo często używają tych gąbek przed wyciągnięciem zepsutego zęba.;;//
incense;Ароматная смесь восточных трав и экзотических животных жиров, попавшая в Альдор стараниями эльфийских купцов. При воскурении вводит в подобие транса и притупляет чувствительность.;A fragrant blend of eastern herbs and exotic animal fats brought to Aldor by elven merchants. Inhaling its smoke puts you into a trance-like state and dulls the senses.;东方药草和异域动物脂肪的混合物，芳香四溢，由十一位商人带到奥尔多。吸入这种物质的烟气，便会进入催眠状态，感官变得迟钝。;Eine duftende Mischung aus östlichen Kräutern und exotischem Tierfett, nach Aldor gebracht von elfischen Händlern. Das Inhalieren des Rauchs versetzt dich in einen Trance ähnlichen Zustand und trübt die Sinne.;;;;;Pachnąca mieszanka wschodnich ziół i egzotycznych maści zwierzęcego pochodzenia, przywieziona do Aldor przez elfich kupców. Wdychanie oparów wprowadza w trans i osłabia zmysły.;;//
herbal;Подобные сборы дурманящих растений в ходу среди деревенских знахарей. Частый побочный эффект в виде жутких видений перевешивается доступностью и дешевизной.;Infusions of intoxicating herbs are often employed by village healers. Cheapness and availability far outweighs a common side effect of terrible visions.;村庄里的治疗师常用这种致幻药草调配药汤。虽然普遍会造成严重的幻觉，但是成本低廉，易于采摘，因而为人青睐。;Infusionen aus giftigen Kräutern werden oft von Dorfheilern eingesetzt. Häufiger Nebeneffekt sind schreckliche Visionen, die aber durch die preiswerte Verfügbarkeit wieder wett gemacht werden.;;;;;Napary z odurzających ziół często stosują wiejscy uzdrowiciele. Taniość i dostępność są w cenie, kiedy pominiemy efekt uboczny w postaci strasznych wizji.;;//
aqua_vitae;Дело всей жизни столичного алхимика Гвиннела. После того, как он отошёл от дел, и без того высокая цена его эликсиров взлетела до небес.;The lifework of Gwynnel, a metropolitan alchemist. After his retirement, an already high price on his elixirs flew through the roof.;大城市炼金术师达尔·葛文涅尔的毕生心血，价格不菲。葛文涅尔几年前退隐之后，价格更是高到了离奇的程度。;Das Lebenswerk von Gwynnel, einem Großstadtalchemisten. Nach seiner Pensionierung schossen die ohnehin schon hohen Preise für seine Elixiere durch die Decke.;;;;;Dzieło życia Gwynnela, wielkomiejskiego alchemika. Po tym jak udał się na emeryturę, cena za jego eliksiry poszybowała nie wysoko... tylko przez dach.;;//
stardust;Экзотическая субстанция таинственного происхождения. Что доведется испытать на этот раз: просветление или мучения? Кто знает...;An exotic substance of mysterious origin. What will you experience this time: enlightenment or torment? Who knows...;神秘物质，来源不明。用了会产生怎样的效果？受到启示还是折磨？谁也不知道……;Eine exotische Substanz mysteriösen Ursprungs. Was wirst du dieses Mal erleben: Erleuchtung oder Folter? Wer weiß....;;;;;Egzotyczna substancja tajemniczego pochodzenia. Co tym razem będzie skutkiem wypicia: objawienie czy katusze? Kto wie...;;//
salve;Говорят, будто изначально этим раствором лечили чесотку, а его заживляющие свойства открыли совершенно случайно.;It's said that this solution was originally used to treat scabies. Its healing properties were discovered purely by accident.;据说这个膏剂原本用于治疗疥疮，人们发现它的疗伤功效完全是个偶然。;Es heißt, dass diese Salbe dazu gedacht war Krätze zu behandeln. Ihre Heileigenschaften wurden durch puren Zufall entdeckt.;;;;;Mówi się, że początkowo używano tego do leczenia świerzbu. Właściwości lecznicze odkryto całkowitym przypadkiem.;;//
essence;На вопрос о его рецептуре алхимики предпочитают отмалчиваться с загадочной улыбкой.;When asked about its recipe, alchemists prefer to brush the question off with a mysterious smile.;每当人们问起这个东西的配方，炼金术师往往只会置之一笑。;Nach dem Rezept gefragt, tun die Alechmisten diese Frage mit einem mysteriösen Lächeln ab.;;;;;Kiedy zapytasz o receptę lub przepis, alchemicy najczęściej zmywają rozmówców tajemniczym uśmiechem.;;//
pipe;Пара крепких затяжек помогут успокоиться и прийти в себя.;A few strong puffs will help you calm down and come to your senses.;狠狠吸上几口，就能冷静下来，恢复理智。;Ein paar Züge helfen dir dich zu beruhigen und wieder zu Sinnen zu kommen.;;;;;Kilka silnych dmuchnięć pozwoli ci zapomnieć o trapiących problemach.;;//
;;;;;;;;;;;//
torch;Отгонит тьму. А может привлечет кого похуже.;Will drive away darkness. Or it might attract something worse.;可以驱散黑暗，不过也有可能招来灾祸。;Vertreibt die Dunkelheit... oder zieht noch Schlimmeres an.;;;;;Z pewnością przepędzi ciemność z okolicy. Ale czy przypadkiem nie zachęci czegoś gorszego?;;//
surgeon;Тот самый случай, когда знания и мужество одинаково важны.;The very case when expertise and courage are equally important.;只有兼具胆量和专业素养，才能妥善使用。;Genau der Fall bei dem Expertise und Courage gefragt sind.;;;;;Bardzo dobry przykład, w którym wiedza i odwaga są równie ważne.;;//
lancet;Иногда самый верный способ не протянуть ноги - хорошенько истечь кровью.;Sometimes bleeding out is the surest way to NOT kick the bucket.;有的时候，放出来些血，反而不会归西。;Auszubluten ist manchmal der sicherste Weg, um NICHT abzutreten.;;;;;Czasami krwawienie jest dobrym wyjściem, by nie kopnąć w kalendarz.;;//
tinker;В умелых руках этот инструмент творит чудеса. Главное - помалкивать и сосредоточиться на работе.;This tool works wonders in skillful hands. Just need to keep it quiet and concentrate on the job.;擅长用工具的人能把它使出花来，不过用的时候，动静千万不要太大，而且不能分神。;Dieses Werkzeug wirkt Wunder in geschickten Händen. Einfach ruhig bleiben und auf den Job konzentrieren.;;;;;Te narzędzie potrafi zdziałać cuda w utalentowanych rękach. Najważniejsze to działać cicho i skoncentrować się na zadaniu.;;//
repkit;Если хочешь сделать что-то хорошо, сделай это сам.;If you want something done well, do it yourself.;做什么事情都还是自力更生最好。;Wenn du willst, dass etwas richtig gemacht wird, mache es selbst.;;;;;Jeżeli chcesz zrobić coś dobrze, zrób to sam.;;//
lockpicks;Найдутся у каждого приличного взломщика.;Every self-respecting burglar has one of these.;稍微像样一点的贼都不会没有这种工具。;Jeder sich selbst respektierende Dieb hat einen von diesen.;;;;;Każdy szanujący się włamywacz albo uciekinier z placówki badawczej ma taki.;;//
skeleton_key;Ключ от всех дверей;A key to every door.;什么门都打得开。;Ein Schlüssel zu jeder Tür.;;;;;Klucz do każdych drzwi. Niestety nie do serca.;;//
key;Немного проржавел, но должен подойти.;It's a bit rusty but it should still fit.;有点锈了，应该还能用。;Ein wenig rostig, aber er sollte noch passen.;;;;;Trochę zardzewiały, ale da radę.;;//
backpack;Поможет унести на своих плечах побольше добычи.;It will help you carry more loot on your back.;可以多背几件东西;Hilft dir, mehr Beute auf deinem Rücken zu tragen.;;;;;Pozwoli ci nieść więcej klamotów na plecach.;;//
moneybag;Чем туже он набит, тем легче на душе.;The heavier it is, the lighter your worries.;这个东西越沉，你需要担心的事情就越少。;Je schwerer er ist, um so leichter deine Sorgen.;;;;;Im cięższa tym mniejsze twoje zmartwienia.;;//
;;;;;;;;;;;//
aquamarine;Многие верят, что аквамарин - мощный магический оберег, и готовы отдать за него неплохие деньги.;Many people believe that aquamarine is a powerful magical ward, and they are willing to pay good money for it.;很多人都觉得海蓝宝石具有强大的魔力，可以辟邪驱魔，花再大的价钱也要买一颗。;Viele Leute glauben, dass Aquamarin magisch ist, und sind gewillt viel Geld dafür zu zahlen.;;;;;Wielu ludzi wierzy, że w akwamarynie zaklęte są potężne możliwości, więc są gotowi sporo za nią zapłacić.;;//
ruby;Этот камень стоит целое состояние. Зачарователи ценят его за особые магические свойства.;This gem is worth a fortune. Enchanters value it for its unique magical properties.;这种宝石价值连城，而且拥有特别的魔法属性，因而备受附魔师珍惜。;Dieser Edelstein ist ein Vermögen wert. Verzauberer schätzen ihn wegen seiner einzigartigen magischen Eigenschaften.;;;;;Ten klejnot jest wart małą fortunę. Zaklinacze cenią sobie jego unikalne magiczne właściwości.;;//
emerald;Очень редкий самоцвет. Заполучить такой мечтает каждый ювелир.;A very rare gemstone. Every jeweler dreams of getting one.;这种宝石极其稀罕，所有珠宝商贩都梦寐以求。;Ein sehr seltener Edelstein. Jeder Juwelier träumt davon, einen davon zu besitzen.;;;;;Bardzo rzadki klejnot. Każdy jubiler o takim marzy.;;//
diamond;Настоящий шедевр огранки. Такому самое место в королевской короне.;A real masterpiece of gem-cutting. Fit for a royal crown.;切割完美，王冠钻石的不二之选。;Ein echtes Meisterstück. Geeignet für eine königliche Krone.;;;;;Niesamowity pokaz sztuki jubilerskiej. Pasuje do królewskiej korony.;;//
sapphire;Мудрецы утверждают, что сапфиры отлично проводят магию. Так что на них всегда есть спрос.;Sages say that sapphires are great conductors of magic. They are always in great demand.;据圣人称，蓝宝石传导魔法的能力极强，所以需求量极大。;Weise erzählen, dass Saphire gute magische Leiter sind. Sie sind immer stark nachgefragt.;;;;;Mędrcy mówią, że szafiry doskonale przewodzą magię. Zawsze są pożądane.;;//
topaz;Топазы встречаются чаще других самоцветов. Даже купеческие жёны могут их себе позволить.;Topaz is more common than other gems. Even merchant wives can afford to buy them.;黄玉这种宝石相对比较普通，即便是商贩家里的妇人也买得起。;Topase sind häufiger zu finden als andere Edelsteine. Sogar die Ehefrauen der Händler können sie sich leisten.;;;;;Topazy są częściej spotykane niż inne klejnoty. Nawet żony handlarzy często na nie stać.;;//
amethyst;Ценится за свой насыщенный цвет.;This gem is prized for its rich color.;这种宝石因为颜色靓丽而受人追崇。;Dieser Edelstein wird wegen seiner kräftigen Farbe geschätzt.;;;;;Ten klejnot jest uznawany za cenny ze względu na swój kolor.;;//
seapearl;Идеально ровные. Всё ещё хранят в себе прохладу южных морей.;Perfectly smooth. They still preserve the coolness of the southern seas inside them.;非常光滑，表面没有丝毫坑洼，珍珠内部依然能够感受到南方海洋的凉爽。;Perfekt glatt. Man spürt die Kühle der südlichen Meere in ihnen.;;;;;Idealnie gładki. Wciąż mają nutkę przyjemnego chłodu mórz południa.;;//
amber;Должно быть, его добыли на берегах далёкой Скадии. В некоторых камешках сохранились диковинные насекомые.;This gem most likely came from the shores of distant Skadia. Some of these stones contain exotic insects.;很有可能源自斯卡迪亚的沿海地区，有些琥魄里面还有异域的昆虫。;Dieser Edelstein kommt wahrscheinlich von den Stränden des fernen Skadia. Einige dieser Steine enthalten exotische Insekten.;;;;;Ten kamień najprawdopodobniej przywędrował z północnych krain Skadii. Czasami trafiają się takie, w których widać egzotyczne insekty.;;//
golden_cup;Отлит из золота высшей пробы в период расцвета Альдора.;Made of the purest gold in the heyday of Aldor.;足金打造，产于奥尔多最为繁荣的时期。;In der Blütezeit Aldors aus dem reinsten Gold gefertigt.;;;;;Zrobiona z najczystszego złota pośród szczytów Aldoru.;;//
hourglass;Кажется, время кому-нибудь их продать.;Looks like it's time to sell this thing off.;这件东西看样子是该卖掉了。;Es ist wohl an der Zeit dieses Ding zu verkaufen.;;;;;Wygląda na to, że czas to sprzedać.;;//
inkpot;Когда-то эта чернильница принадлежала какому-то эльфийскому писцу или сборщику податей.;This inkwell used to be in possession of some elven scribe or tax collector.;这只墨瓶原本属于精灵族的某个书记员或收税官。;Dieses Tintenfass gehörte womöglich zum Besitz eines elfischen Schreibers oder Steuereintreibers.;;;;;Taki kałamarz najczęściej był w posiadaniu elfich skrybów albo poborców podatkowych.;;//
ivory;Доподлинно о слонах в Альдоре знают лишь то, что они необычайно большие, а их бивни можно задорого продать.;The only thing known for sure in Aldor about elephants is that they are extraordinarily large, and that their tusks can be sold at a high price.;奥尔多的人对于大象的认知十分有限，他们只知道这种动物体型庞大，牙齿可以卖出高价。;Das was man in Aldor wirklich über Elefanten weiss, ist, dass sie verdammt groß sind, und die Stoßzähne für einen hohen Preis verkauft werden können.;;;;;Jedyne, co wiadomo o słoniach w Aldor to, że były ogromne, a ich ciosy mogą być sprzedane za dużo złota.;;//
casket;Судя по восточным орнаментам, эта шкатулка для драгоценностей - эльфийской работы.;Judging by the eastern ornaments covering it, this jewelry box is of elven craftsmanship.;匣子外面有一些东方式样的装饰，用的应该是精灵族工艺。;Die östlichen Ornamente lassen darauf schließen, dass diese Juwelenbox elfisches Handwerk ist.;;;;;Sądząc po wielu wschodnich zdobieniach, ta szkatułka jest dziełem elfiego rzemyślnika.;;//
porcelain;Яхонтовые царства - страна чудес, и фарфор - одно из них.;The Jacinth Kingdoms is a land of wonders, and porcelain is one of them.;红锆王国盛产奇珍异宝，瓷器便是其中一类。;Die Jacinth Königreiche sind ein Land der Wunder, und Porzellan ist eines davon.;;;;;Królestwo Jacinth znane jest z wielu cudów, porcelana jest jednym z nich.;;//
golden_earrings;Их хозяйка уже давно в могиле. Всё скоротечно... кроме золота.;Their owner is long gone. Everything is fleeting... except gold.;物件的主人早已告别人世，世事无常，只有黄金恒存。;Der Besitzer ist längst vergangen. Alles ist flüchtig... außer Gold.;;;;;Ich właściciel dawno nie żyje. Wszystko kiedyś odejdzie... poza złotem.;;//
golden_brooch;Альдорская знать любит украшать ими свою одежду.;Aldor nobility enjoys decorating their clothes with these.;奥尔多的贵族喜欢用这种饰品点缀自己的衣装。;Adlige aus Aldor schmücken ihre Kleider gerne mit diesen.;;;;;Szlachetnie urodzeni mieszkańcy Aldor lubią ozdabiać tym swoje ubrania.;;//
candelabrum;Давно потухший свидетель былой роскоши.;This witness of luxuries of the past has long been extinguished.;这件东西见证了过去的奢华，然而荣光早已不复存在。;Dieser Zeuge des Luxus' der Vergangenheit ist längst erloschen.;;;;;To świadectwo bogactwa przeszłości już dawno zgasło.;;//
silver_cup;Когда-то среди альдорской знати бытовала ложная уверенность, будто серебряные чаши нейтрализуют большинство ядов.;Aldorian nobility used to hold a false belief that silver cups neutralize most poisons.;奥尔多的贵族过去认为银杯子可以中和绝大多数毒素。;Die Adligen aus Aldor hingen dem falschen Glauben an, dass Silberbecher die meisten Gifte neutralisieren können.;;;;;Aldoriańska szlachta wierzyła, że srebrne kubki potrafią neutralizować trucizny.;;//
golden_tooth;Даже в нём куда больше золота, чем в тех монетах, что чеканят последнее время.;It contains more gold than some of the recently minted coins.;这个东西含金量比最近铸造的金币高。;Enthält mehr Gold als die in letzter Zeit geprägten Münzen.;;;;;Ta moneta zawiera w sobie więcej złota niż te bite w dzisiejszych czasach.;;//
gold;Самый быстрый способ найти общий язык в Альдоре.;The fastest way to find common ground in Aldor.;有了这个，很快就能在奥尔多跟别人找到共同话题。;In Aldor der schnellste Weg eine gemeinsame Sprache zu finden.;;;;;Najprostsza droga, by znaleźć wspólny język w Aldor.;;//
ancient_coin;Монета, отчеканенная из чистого золота в незапамятные времена. Знатоки могут немало за неё дать.;A coin minted from pure gold in ancient times. It's worth a lot to connoisseurs.;一枚纯金古币，行家最稀罕这种东西。;Eine geprägte Goldmünze aus alten Zeiten. Von hohem Wert für Kenner.;;;;;Moneta bita z czystego złota w starożytnych czasach. Warta sporo dla kolekcjonerów.;;//
elven_coin;Такими причудливыми монетами расплачиваются в Яхонтовых царствах.;These fancy coins are the currency of the Jacinth Kingdoms.;这是红锆王国现在流通的硬币。;Diese schicken Münzen sind die Währung der Jacinth Königreiche.;;;;;Ta nietypowa i zdobiona moneta jest walutą w Królestwach Jacinth.;;//
dwarven_coin;Говорят, будто вместо денег у дварфов в ходу чешуйки морских чудищ. Что ж, эта монета - тому опровержение.;They say that dwarves use scales of sea monsters instead of money. Well, this coin disputes this rumor.;有人说矮人买东西不用钱，用海怪的鳞片。现在看来，应该只是谣传。;Es wird erzählt, dass Zwerge die Schuppen von Seemonstern als Geld verwendet haben. Nun, diese Münze erzählt allerdings etwas anderes.;;;;;Krasnoludy lubą opowiadać, że używają łusek morskich potworów jako waluty. Ta moneta podważa te opowieści.;;//
jade_figurine;Фигурка какого-то благородного эльфа, высеченная неизвестным мастером из цельного куска нефрита.;A figurine of some noble elf, carved by an unknown master from a single piece of jade.;某位精灵贵族的雕像，由某位大师采用整玉雕刻而成。;Eine Figur eines adligen Elfen, geschnitzt aus einem Stück Jade, von einem unbekannten Meister.;;;;;Figurka należąca do jakiegoś wysoko urodzonego elfa, wytworzona przez rzemyślnika z jednego kawałka jadeitu.;;//
silver_plate;Богато украшенное блюдо из чистого серебра.;An ornate dish made of pure silver.;一个精致的纯银盘子。;Eine verzierte Schale aus puren Silber.;;;;;Zdobiony talerz wykonany z czystego srebra.;;//
silver_cutlery;Столовые приборы - сами по себе показатель знатности. Простолюдины обычно едят руками.;Cutlery in itself is an attribute of nobility. Commoners usually eat with their hands.;刀叉是贵族的象征，平民吃饭一般用手。;Besteck ist ein Attribut edler Abstammung. Die einfachen Leute essen mit ihren Händen.;;;;;Sztućce są atrybutem szlachty. Wieśniacy najczęściej jedzą rękoma.;;//
elven_silk;Эльфы мастерски овладели многими ремёслами. Искусство изготовления шёлка - одна из их главных тайн.;Elves are the masters of many crafts. The art of weaving silk is one of their most guarded secrets.;精灵族擅长许多工艺，织丝便是他们严格保密的一项工艺。;Elfen sind Meister in vielen Handwerken. Die Kunst des Seidewebens ist eines ihrer best gehüteten Geheimnisse.;;;;;Elfy są mistrzami w wielu rzemiosłach. Sztuka związana z jedwabiem jest jednym z ich sekretów.;;//
ruby_beads;Четки эльфийского монаха, сделанные из маленьких рубиновых бусинок. Интересно, как они попали в Альдор?;A rosary of an elven monk, made of small ruby beads. How did it end up in Aldor?;精灵僧侣的红玉念珠，为什么落到了奥尔多人的手上？;Der Rosenkranz eines elfischen Mönchs, aus kleinen rubinroten Glasperlen. Wie kam er nach Aldor?;;;;;Różaniec jednego z mnichów zrobiony z rubinowych korali. Jak dostał się do Aldor?;;//
old_agraphe;Эта драгоценная застёжка старше вас по меньшей мере на столетие.;This jeweled clasp is older than you by at least a century.;这个嵌了珠宝的夹扣比你老了至少一百年。;Diese mit Juwelen verzierte Schnalle ist um mindestens ein Jahrhundert älter als du.;;;;;Te zdobione klejnotami zapięcie jest starsze od ciebie przynajmniej o wiek.;;//
agate;В простонародье считается, что агат приносит удачу. Поэтому его часто используют в недорогих украшениях.;Common folk believe agate to bring good luck. It's often used to make cheap jewelry.;平民百姓觉得玛瑙能够带来好运。这种宝石常常用来制作廉价首饰。;Das einfache Volk glaubt, dass Achat Glück bringt. Wird oft verwendet, um billigen Schmuck herzustellen.;;;;;Mieszczanie wierzą, że agaty przynoszą szczęście. Często się ich używa w taniej biżuterii.;;//
jade;Лекари Яхонтовых царств приписывают нефриту целебные свойства, поэтому на Востоке он в большом ходу.;Healers of the Jacinth Kingdoms consider jade to hold healing qualities. It's quite sought after in the East.;红锆王国的治疗师认为玉器可以疗伤。东方特别青睐这种材质。;Heiler aus den Jacinth Königreichen nehmen an, dass Jade Heileigenschaften besitzt. Man sucht intensiv danach im Osten. ;;;;;Medycy z Królestw Jacinth uznają, że jadeit posiada w sobie lecznicze właściwości. Jest bardzo pożądany na wschodzie.;;//
marble_bear;Довольно тонкая работа - выглядит как настоящий. Скульптор явно знал своё дело. ;The craftsmanship is fairly intricate, it looks like the real beast. Whoever carved it clearly knew what they were doing.;栩栩如生，雕工非常精细，雕刻这头熊的人显然不是普通的工匠。;Das Stück ist ziemlich kunstvoll gerfertigt, und sieht aus wie das echte Tier. Wer auch immer es geschnitzt hat, wusste eindeutig, was er tat.;;;;;Rzemiosło tego cuda bije wręcz w oczy, a sam przedmiot wygląda jak prawdziwa bestia. Ktokolwiek to stworzył wiedział doskonale, co chce zrobić.;;//
bronze_eagle;Когда-то эта статуэтка стояла на столе у какого-нибудь чиновника или купца. Кажется, будто в бронзовой глади всё ещё можно разглядеть кипы бумаг и отблески свечей.;Long ago this figurine used to stand on the table of some merchant or official. You can almost see the reflections of piled papers and candle flames in its bronze surface.;这只鹰很久之前原本立在某位商人或官员的桌上，青铜的表面现在似乎还能看到一摞摞文书和蜡烛摇曳的火焰。;Vor langer Zeit stand diese Figur auf dem Tisch eines Händlers oder Beamten. Man kann fast die Reflexionen von gestapelten Papieren und Kerzenflammen auf ihrer Bronzeoberfläche sehen.;;;;;Wiele lat temu taka figurka mogła stać na stole jakiegoś handlarza albo oficjela. Niemal można dostrzec odbicie płomienia świec i papieru w tej brązowej powierzchni.;;//
;;;;;;;;;;;//
wineskin;Наполнен родниковой водой.;Filled with spring water.;泉水甘甜可口。;Gefüllt mit Quellwasser;;;;;Wypełniony czystą wodą.;;//
